1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
616,,,Gd,462,GLQ,154,603,RFn,,1688,Gd,12798,,,114,5,6,616,1997,1997,200000
1196,,,No,197,LwQ,999,440,Unf,,1196,TA,4800,,,0,7,4,1196,1916,1990,109900
728,,,Av,648,GLQ,80,410,Fin,,1456,Gd,8199,,,18,5,7,728,2005,2005,189000
1734,,,Gd,0,Unf,1734,1020,RFn,,2822,Ex,13891,,,170,5,9,1734,2008,2009,582933
1128,,,No,812,LwQ,124,286,Unf,,1128,TA,9000,,,0,5,5,936,1954,1954,118000
1428,,,No,0,Unf,1417,554,RFn,,1428,Ex,12274,,,60,5,7,1417,2008,2008,227680
980,,,Av,400,Unk,100,384,Fin,,980,TA,9750,,,0,5,5,980,1967,1967,135500
1072,,,Gd,1309,GLQ,15,528,RFn,,1576,Gd,21384,,,312,6,5,1324,1923,2004,223500
1086,,,Av,516,ALQ,380,484,RFn,,1086,TA,13400,,,0,5,5,1024,1966,1966,159950
1075,,,No,0,Unf,849,360,Unf,,2138,TA,8100,,,156,5,5,849,1898,1965,106000
1309,,,No,663,ALQ,0,484,RFn,,1309,Gd,10140,,,0,6,6,1040,1974,1999,181000
848,,,Gd,662,GLQ,186,420,Fin,,848,Gd,4438,,,0,5,6,848,2004,2004,144500
1044,,,Av,0,Unf,540,504,Unf,,1044,Fa,8712,,,0,5,5,540,1952,1952,55993
1442,,,No,608,Rec,834,301,RFn,,1442,TA,9750,,,0,6,6,1442,1958,1958,157900
686,,,No,0,Unf,686,280,Unf,,1250,Fa,8248,,,0,7,5,686,1918,1950,116000
1661,,,No,0,Unf,1649,598,RFn,,1661,Gd,12137,,,34,5,7,1649,1998,1998,224900
1008,,,No,486,BLQ,522,275,Unf,,1008,TA,11425,,,0,6,5,1008,1954,1954,137000
1689,,,No,1218,GLQ,350,857,RFn,,1689,Gd,13265,,,59,5,8,1568,2002,2002,271000
1052,,,Av,504,Unk,506,440,Unf,,1052,TA,8816,,,0,7,6,1010,1971,1971,155000
1358,,,Mn,733,Unk,625,484,RFn,,1358,Gd,6371,,,35,5,7,1358,2009,2010,224000
798,,,No,0,Unf,798,595,RFn,,1640,Gd,7226,,,45,5,7,798,2003,2003,183000
936,,,No,0,Unf,936,576,Unf,,936,TA,6000,,,32,4,4,936,1953,1953,93000
847,,,Gd,0,Unf,847,433,Fin,,1733,Gd,12394,,,48,5,7,847,2003,2003,225000
944,,,No,0,Unf,778,240,Unf,,1489,TA,9900,,,0,7,6,778,1940,1950,139500
1489,,,No,0,Unf,1489,776,RFn,,1489,Gd,11216,,,140,5,8,1489,2006,2006,232600
2084,,,Av,1636,GLQ,442,1220,Fin,,2084,Ex,14803,,,45,5,10,2078,2007,2008,385000
784,,,No,784,ALQ,0,0,None,,784,Gd,6130,,,0,6,5,784,1924,1950,109500
1434,,,No,20,GLQ,1434,527,RFn,,1434,Gd,8529,,,39,5,7,1454,2001,2001,189000
1160,,,Gd,249,LwQ,0,538,Fin,,2126,TA,28698,,,0,5,5,1013,1967,1967,185000
520,,,No,0,Unf,600,480,RFn,,1223,Gd,2544,,,166,5,7,600,2005,2005,147400
1392,,,No,1040,Rec,352,458,RFn,,1392,TA,11900,,,0,5,6,1392,1957,1957,166000
520,,,No,0,Unf,600,480,RFn,,1200,Gd,3180,,,166,5,7,600,2005,2005,151000
941,,,No,483,GLQ,458,613,RFn,,1829,Gd,9548,,,39,6,7,941,2003,2003,237000
1516,,,No,196,Rec,975,472,RFn,,1516,TA,10004,,,0,6,6,1516,1964,1964,167000
1144,,,No,572,Rec,572,456,Unf,,1144,TA,7875,,,0,6,5,1144,1961,1961,139950
1067,,,No,442,BLQ,625,436,Unf,,1067,Gd,9600,,,0,7,4,1067,1950,1995,128000
1559,,,No,338,Rec,1221,812,Unf,,1559,TA,8100,,,116,6,5,1559,1948,1973,153500
483,,,No,330,BLQ,153,264,Unf,,987,TA,1680,,,0,5,6,483,1973,1973,100000
1099,,,No,0,Unf,1099,352,Unf,,1099,Gd,9525,,,0,6,5,1099,1995,2006,144000
768,,,No,352,BLQ,416,240,Unf,,1200,TA,11767,,,0,6,5,768,1946,1995,130500
810,,,No,156,BLQ,516,400,Unf,,1482,Fa,12155,,,0,8,6,672,1925,1950,140000
958,,,No,0,Unf,650,686,Unf,,1539,Gd,10440,,,78,8,5,650,1904,2002,157500
1165,,,Gd,312,Rec,276,490,RFn,,1165,TA,9020,,,129,7,6,1127,1966,1966,174900
1800,,,No,0,Unf,1800,0,None,,1800,TA,8000,,,0,4,5,1800,1961,1961,141000
876,,,Mn,0,Unf,876,720,Unf,,1416,TA,12665,,,0,8,5,876,1915,1950,153900
1701,,,Gd,1390,ALQ,0,611,Fin,,1701,TA,16647,,,0,5,5,1390,1975,1981,171000
1006,,,No,513,ALQ,227,425,Unf,,1775,Gd,9317,,,72,5,7,740,1993,1993,213000
864,,,Av,460,BLQ,404,338,Unf,,864,TA,15523,,,0,6,5,864,1972,1972,133500
1307,,,No,0,Unf,907,360,Unf,,2358,TA,45600,,,40,8,6,907,1908,1997,240000
1094,,,No,0,Unf,528,512,RFn,,1855,TA,9600,,,100,7,6,528,1976,1994,187000
848,,,Av,659,GLQ,189,420,Fin,,848,Gd,4435,,,0,5,6,848,2003,2003,131500
1456,,,Gd,0,Unf,1273,400,Fin,,1456,Gd,3196,,,20,5,8,1273,2003,2003,215000
918,,,No,364,Rec,554,240,Unf,,1646,TA,7128,,,0,5,7,918,1941,1950,164000
1445,,,Gd,564,Unk,563,645,RFn,,1445,TA,12095,,,0,6,6,1127,1964,1964,158000
1779,,,Mn,306,ALQ,372,454,Unf,,1779,TA,17920,,,418,4,5,1763,1955,1974,170000
1040,,,No,659,ALQ,381,260,Unf,,1040,TA,6897,,,104,8,5,1040,1962,2010,127000
1026,,,Gd,505,GLQ,0,576,Unf,,1026,TA,10970,,,0,6,6,940,1978,1978,147000
702,,,No,0,Unf,702,343,Fin,,1481,TA,8125,,,36,5,6,702,1994,1995,174000
1370,,,No,0,Unf,1090,479,RFn,,1370,TA,10400,,,0,5,7,1090,1976,1976,152000
1512,,,Mn,619,BLQ,435,619,Unf,,2654,Gd,11029,,,65,7,6,1054,1968,1984,250000
912,,,No,0,Unf,912,216,Unf,,1426,Gd,7642,,,240,8,7,912,1918,1998,189950
1039,,,Mn,841,BLQ,198,504,Unf,,1039,TA,11625,,,0,4,5,1039,1965,1965,131500
1097,,,No,338,GLQ,702,480,Unf,,1097,TA,9672,,,0,5,6,1040,1984,1985,152000
1148,,,No,1148,BLQ,0,672,Unf,,1148,TA,7931,,,0,5,5,1148,1959,1959,132500
1372,,,No,0,Unf,1372,529,Fin,,1372,Gd,8640,,,140,5,7,1372,2007,2008,250580
1002,,,No,828,BLQ,174,902,Unf,,1002,TA,8750,,,0,6,5,1002,1970,1970,148500
1646,,,Av,0,Unf,1638,870,RFn,,1646,Gd,10656,,,80,5,8,1638,2006,2007,248900
1120,,,No,932,ALQ,108,544,RFn,,1120,Fa,6970,,,0,5,4,1040,1961,1961,129000
1547,,,None,0,None,0,672,Unf,,2320,TA,14762,,,144,6,5,0,1948,1950,169000
1062,,,No,750,GLQ,300,574,Fin,,1949,Gd,9938,,,90,5,7,1050,1993,1994,236000
894,,,No,0,Unf,894,308,Unf,,894,TA,6600,,,0,5,5,894,1962,1962,109500
804,,,No,505,GLQ,299,523,RFn,,1682,Gd,8750,,,77,5,6,804,1998,1998,200500
910,,,Av,0,Unf,105,414,Unf,,910,Gd,8892,,,0,7,5,105,1953,1996,116000
1036,,,No,375,Rec,457,288,Unf,,1268,TA,12144,,,28,7,5,832,1949,1950,133000
676,,,No,0,Unf,676,200,Unf,,1131,TA,5720,,,0,6,5,676,1941,1950,66500
1184,,,Av,64,GLQ,1120,550,Fin,,2610,Ex,9000,,,364,5,8,1184,2007,2007,303477
1040,,,Gd,633,ALQ,431,648,Unf,,1040,TA,25286,,,0,5,4,1064,1963,1963,132250
1462,,,No,1170,GLQ,292,738,Fin,,2224,Ex,8834,,,0,5,9,1462,2004,2005,350000
1155,,,Av,899,ALQ,210,576,Unf,,1155,Gd,11782,,,0,7,5,1109,1961,1995,148000
864,,,No,646,ALQ,218,336,Unf,,864,TA,7000,,,0,8,5,864,1978,2005,136500
1090,,,No,980,ALQ,110,450,Fin,,1090,TA,7024,,,49,5,5,1090,2005,2006,157000
1187,,,Mn,902,LwQ,254,400,RFn,,1717,Gd,13758,,,36,5,7,1156,1990,1991,187500
808,,,No,0,Unf,808,389,RFn,,1593,TA,9636,,,40,5,6,808,1992,1993,178000
954,,,No,0,Unf,795,440,Unf,,2230,TA,6204,,,188,5,4,795,1912,1950,118500
892,,,No,432,BLQ,460,288,RFn,,892,TA,7150,,,0,5,5,892,1967,1967,100000
1709,,,Av,1238,GLQ,460,506,Fin,,1709,Gd,5119,,,65,5,9,1698,1999,2000,328900
1712,,,No,528,LwQ,1098,588,Fin,,1712,TA,8393,,,54,5,5,1626,1959,2005,145000
872,,,No,0,Unf,816,300,Unf,,1393,TA,16466,,,0,7,5,816,1955,1955,135500
2217,,,Gd,351,ALQ,1043,621,Unf,,2217,Gd,15865,,,207,6,8,2217,1970,1970,268000
1505,,,No,1024,Unk,481,505,RFn,,1505,TA,12160,,,0,4,6,1505,1953,1953,149500
672,,,Mn,0,Unf,672,576,Unf,,924,TA,8064,,,0,7,5,672,1949,2006,122900
918,,,No,226,LwQ,192,440,RFn,,1683,TA,11184,,,0,5,6,918,1978,1978,172500
1068,,,No,663,GLQ,396,264,RFn,,1068,TA,8414,,,0,8,6,1059,1963,2003,154500
1383,,,Mn,1064,BLQ,319,354,Unf,,1383,TA,13284,,,116,5,5,1383,1954,1954,165000
1535,,,None,0,None,0,400,Unf,,1535,TA,7018,,,0,5,5,0,1979,1979,118858
983,,,No,400,BLQ,380,483,RFn,,1796,TA,7056,,,50,5,6,780,1963,1963,140000
951,,,No,285,ALQ,666,327,Unf,,951,TA,8765,,,28,6,4,951,1936,1950,106500
1120,,,None,0,None,0,528,Unf,,2240,TA,7018,,,0,5,5,0,1979,1979,142953
2364,,,Gd,2188,GLQ,142,820,Fin,,2364,Ex,12919,,,67,5,9,2330,2009,2010,611657
1236,,,No,465,BLQ,447,288,Unf,,1236,TA,6993,,,0,7,5,912,1961,1994,135000
858,,,No,322,ALQ,536,684,Unf,,858,TA,7340,,,0,6,4,858,1971,1971,110000
1306,,,Mn,860,BLQ,132,756,Unf,,1306,TA,8712,,,0,7,5,992,1957,2000,153000
807,,,No,0,Unf,783,393,Fin,,1509,Gd,7875,,,75,5,7,783,2003,2003,180000
1670,,,No,0,Unf,1670,690,RFn,,1670,Gd,14859,,,60,5,7,1670,2006,2006,240000
902,,,No,599,GLQ,277,288,Unf,,902,TA,6173,,,0,6,5,876,1967,1967,125500
1063,,,No,354,Rec,412,280,RFn,,1063,TA,9920,,,0,5,5,1056,1954,1954,128000
1636,,,No,63,GLQ,1560,865,RFn,,1636,Gd,13501,,,60,5,8,1623,2006,2006,255000
1020,,,No,223,Rec,794,180,Fin,,2057,Gd,11500,,,0,7,7,1017,1936,1987,250000
902,,,Av,301,BLQ,239,484,Unf,,902,TA,8885,,,0,5,5,864,1983,1983,131000
742,,,No,0,Unf,742,390,Fin,,1484,Gd,12589,,,24,5,6,742,2005,2005,174000
1105,,,No,443,Rec,662,480,Unf,,2274,TA,11600,,,0,5,5,1105,1960,1960,154300
1268,,,Av,196,ALQ,1072,252,Unf,,1268,Gd,9286,,,0,7,5,1268,1977,1989,143500
1015,,,No,489,Rec,279,450,Unf,,1015,TA,6120,,,0,7,5,768,1925,1950,88000
1001,,,No,284,BLQ,717,871,Unf,,2002,TA,6270,,,0,6,5,1001,1949,1950,145000
612,,,Av,294,GLQ,318,528,RFn,,1224,Gd,3000,,,234,5,6,612,2009,2009,173733
546,,,No,0,Unf,546,286,Unf,,1092,TA,2001,,,0,5,4,546,1970,1970,75000
480,,,Av,50,BLQ,430,308,Unf,,480,TA,9000,,,0,3,2,480,1949,1950,35311
1229,,,No,1059,ALQ,75,284,RFn,,1229,TA,17140,,,0,6,4,1134,1956,1956,135000
912,,,Mn,48,BLQ,422,833,RFn,,2127,Gd,13125,,,192,5,7,1104,1991,1991,238000
1414,,,No,528,ALQ,245,601,Unf,,1414,TA,11029,,,51,8,6,1184,1958,2002,176500
936,,,No,814,GLQ,114,471,Unf,,1721,Gd,8462,,,87,5,6,928,1994,1994,201000
1272,,,No,1084,ALQ,188,0,None,,2200,TA,8777,,,70,7,5,1272,1900,2003,145900
1316,,,No,28,GLQ,1288,397,Fin,,1316,Gd,10237,,,0,5,6,1316,2005,2006,169990
1617,,,No,165,LwQ,598,533,Unf,,1617,Gd,8012,,,69,5,6,1604,1993,1994,193000
1686,,,No,625,BLQ,0,612,Unf,,1686,TA,10240,,,131,6,6,1686,1980,1980,207500
1126,,,Av,767,ALQ,266,540,RFn,,1126,Ex,15611,,,0,6,5,1126,1977,1977,175000
1234,,,No,0,Unf,1181,656,Fin,,2374,Ex,11999,,,100,5,8,1181,2003,2004,285000
1098,,,No,552,BLQ,280,486,RFn,,1978,TA,9900,,,43,5,7,832,1968,1968,176000
1788,,,Av,0,Unf,1753,522,RFn,,1788,Ex,11838,,,151,5,8,1753,2001,2001,236500
993,,,No,0,Unf,964,642,Fin,,2236,Gd,13006,,,0,5,7,964,1997,1997,222000
1466,,,Av,16,GLQ,1450,610,Fin,,1466,Gd,8925,,,18,5,8,1466,2007,2007,201000
925,,,No,338,BLQ,121,429,Unf,,925,TA,9100,,,0,6,5,925,1965,1965,117500
1905,,,No,0,Unf,1905,788,Fin,,1905,Ex,11670,,,191,5,9,1905,2006,2006,320000
1500,,,Av,20,GLQ,1480,570,RFn,,1500,Gd,8487,,,36,5,7,1500,2004,2004,190000
2069,,,Gd,425,GLQ,160,505,RFn,,2069,Gd,27650,,,0,7,7,585,1960,2007,242000
747,,,Mn,0,Unf,600,528,Unf,,747,TA,5825,,,0,5,4,600,1926,1953,79900
1200,,,No,833,Unk,343,555,RFn,,1200,Gd,10083,,,41,5,7,1176,2003,2003,184900
1113,,,Mn,341,GLQ,772,689,RFn,,1971,Gd,9675,,,48,5,7,1113,2005,2005,253000
1391,,,Mn,464,GLQ,927,868,RFn,,1962,Gd,8760,,,90,5,7,1391,2006,2006,239799
1207,,,Mn,0,Unf,1032,349,Unf,,2403,TA,24090,,,0,7,7,1032,1940,1950,244400
1728,,,Gd,936,Rec,396,574,Unf,,1728,TA,12640,,,0,5,6,1728,1976,1976,150900
1022,,,No,772,ALQ,220,390,RFn,,2060,Gd,8755,,,0,5,7,992,1999,1999,214000
1440,,,Gd,1440,Unk,0,0,None,,1440,TA,7711,,,0,3,4,1440,1977,1977,150000
1632,,,Av,0,Unf,1632,576,Unf,,1632,TA,25000,,,0,4,5,1632,1967,1967,143000
1344,,,No,111,GLQ,354,525,RFn,,1344,Gd,14375,,,118,6,6,819,1958,1958,137500
1188,,,No,1088,LwQ,0,456,Unf,,1869,TA,8820,,,0,6,5,1088,1890,1996,124900
1144,,,Av,748,Unk,102,796,RFn,,1144,TA,8163,,,0,6,5,1144,1959,1959,143000
1629,,,Av,1300,GLQ,316,808,Fin,,1629,Gd,14536,,,252,5,8,1616,2002,2003,270000
936,,,None,0,Unf,936,474,RFn,,1776,Gd,14006,,,96,5,7,936,2002,2002,192500
1381,,,No,982,ALQ,179,676,Unf,,1381,Gd,9360,,,0,7,6,1161,1972,2006,197500
864,,,No,398,ALQ,317,720,RFn,,864,Gd,7200,,,0,8,5,864,1950,2002,129000
965,,,No,641,BLQ,187,300,Unf,,965,TA,7800,,,0,5,5,828,1965,1965,119900
768,,,Av,660,Unk,108,396,Fin,,768,TA,7200,,,0,8,5,768,1972,2003,133900
1168,,,Av,562,Unk,29,530,RFn,,1968,TA,11075,,,189,4,5,784,1969,1969,172000
980,,,Gd,945,Unk,0,0,None,,980,TA,9400,,,0,5,6,945,1975,1975,127500
979,,,No,484,Rec,495,492,Unf,,1958,TA,7136,,,0,6,6,979,1946,1950,145000
561,,,No,285,ALQ,276,462,Fin,,1229,TA,1300,,,0,6,6,561,1980,1980,124000
1057,,,No,417,Rec,640,576,Fin,,1057,TA,7420,,,0,5,5,1057,1962,1962,132000
1337,,,Mn,699,GLQ,638,531,RFn,,1337,Gd,8450,,,39,5,7,1337,2003,2003,185000
696,,,No,604,ALQ,92,484,Unf,,1416,Gd,2572,,,44,5,7,696,1999,1999,155000
858,,,Gd,696,BLQ,162,0,None,,858,TA,7207,,,0,7,5,858,1958,2008,116500
1542,,,No,896,ALQ,434,619,Fin,,2872,TA,12227,,,282,7,6,1330,1977,1995,272000
804,,,No,556,Unk,248,440,Unf,,1548,Gd,2308,,,0,6,6,804,1976,1976,155000
1800,,,No,0,Unf,1800,702,Fin,,1800,Ex,11923,,,136,5,9,1800,2007,2007,239000
824,,,No,624,GLQ,193,510,Unf,,1894,Gd,11316,,,40,5,7,817,2002,2003,214900
783,,,No,0,Unf,783,393,Fin,,1484,Gd,10237,,,72,5,6,783,2005,2007,178900
976,,,No,428,Rec,300,256,Unf,,1308,TA,9600,,,70,7,5,728,1940,1950,160000
1098,,,No,902,ALQ,196,260,Unf,,1098,TA,7390,,,0,7,5,1098,1955,1955,135000
600,,,No,0,Unf,600,0,None,,968,TA,5925,,,0,6,3,600,1910,1950,37900
1095,,,Gd,513,ALQ,75,264,Unf,,1095,TA,10382,,,0,5,6,588,1958,1958,140000
720,,,No,0,Unf,720,0,None,,1192,TA,10800,,,0,4,4,720,1949,1950,135000
764,,,No,567,GLQ,197,474,RFn,,1626,Gd,2268,,,27,5,7,764,2003,2004,173000
918,,,No,0,Unf,918,264,Unf,,918,TA,7892,,,0,5,6,918,1979,1979,99500
1428,,,No,0,Unf,1428,480,Fin,,1428,Gd,11639,,,120,5,7,1428,2007,2008,182000
1136,,,No,0,Unf,728,532,Unf,,2019,Gd,11414,,,135,8,7,728,1910,1993,167500
673,,,No,641,GLQ,32,490,Unf,,1382,Gd,2651,,,50,5,7,673,2000,2000,165000
869,,,No,0,Unf,440,0,None,,869,Fa,5900,,,0,7,4,440,1923,1958,85500
1241,,,No,1106,GLQ,135,569,Unf,,1241,Gd,4274,,,116,5,7,1241,2006,2007,199900
894,,,No,552,Unk,342,400,Unf,,894,TA,9450,,,0,5,4,894,1954,1954,110000
1121,,,No,651,Rec,470,480,Unf,,1121,TA,8816,,,80,6,5,1121,1963,1963,139000
999,,,Av,867,ALQ,77,588,RFn,,999,Ex,12122,,,76,9,7,944,1961,2007,178400
1276,,,No,854,GLQ,371,676,Fin,,2612,Gd,12203,,,0,5,8,1225,1998,1999,336000
1266,,,Av,0,Unf,1266,388,Fin,,1266,Gd,3182,,,16,5,7,1266,2007,2007,159895
1149,,,Mn,0,Unf,1128,779,Unf,,2290,Gd,11250,,,0,5,8,1128,2002,2002,255900
1302,,,None,0,None,0,539,Unf,,1734,Gd,10125,,,0,5,5,0,1977,1977,126000
1164,,,No,1040,ALQ,124,240,Unf,,1164,TA,10880,,,48,5,5,1164,1950,1950,125000
1001,,,No,0,Unf,485,255,Unf,,1635,Gd,5310,,,0,8,6,485,1910,2003,117000
1940,,,Av,1646,GLQ,284,606,Fin,,1940,Ex,10159,,,95,5,9,1930,2009,2010,395192
1118,,,No,156,LwQ,692,551,Fin,,2030,Gd,12046,,,224,6,6,848,1976,1976,195000
778,,,No,0,Unf,770,614,RFn,,1576,Gd,8125,,,50,5,7,770,2006,2006,197000
1407,,,No,1074,GLQ,322,870,Fin,,2392,Gd,9452,,,70,5,8,1396,1997,1998,348000
916,,,No,216,BLQ,700,424,Unf,,1742,Gd,17671,,,169,9,8,916,1882,1986,168000
1020,,,Gd,536,BLQ,169,440,RFn,,1851,Gd,9760,,,42,8,6,822,1964,1993,187000
750,,,No,0,Unf,750,564,RFn,,1500,Gd,8846,,,35,5,6,750,2005,2006,173900
1718,,,Gd,1172,GLQ,528,786,Fin,,1718,Ex,12456,,,48,5,10,1700,2006,2007,337500
774,,,No,384,ALQ,363,305,Unf,,1230,TA,4712,,,57,7,4,747,1946,1950,121600
1050,,,No,915,Rec,135,368,Unf,,1050,TA,10659,,,319,6,5,1050,1961,1961,136500
1442,,,No,0,Unf,1442,615,RFn,,1442,TA,11717,,,0,6,6,1442,1970,1970,185000
1077,,,No,0,Unf,1007,210,Unf,,1077,TA,9786,,,100,4,3,1007,1922,1950,91000
1208,,,Av,686,GLQ,501,632,RFn,,1208,Gd,6762,,,61,5,7,1187,2006,2006,206000
944,,,None,0,None,0,528,Unf,,944,Fa,10206,,,0,3,3,0,1952,1952,82000
691,,,No,0,Unf,691,216,Unf,,691,Ex,5400,,,20,6,5,691,1920,1950,86000
1574,,,No,24,GLQ,1550,824,RFn,,1574,Gd,11957,,,104,5,8,1574,2006,2006,232000
1680,,,No,0,Unf,1680,528,Unf,,1680,TA,11500,,,0,6,5,1680,1976,1976,136905
1504,,,No,16,GLQ,1330,457,Fin,,1504,Gd,3182,,,0,5,7,1346,2005,2006,181000
985,,,Av,595,GLQ,390,328,Unf,,985,TA,8385,,,0,8,5,985,1977,1977,149900
1657,,,No,1237,LwQ,420,484,Unf,,1657,TA,12155,,,0,3,6,1657,1970,1970,163500
546,,,No,273,BLQ,0,286,RFn,,1092,TA,2217,,,0,4,4,546,1970,1970,88000
1710,,,Mn,0,Unf,1710,550,Unf,,1710,Gd,12118,,,48,5,7,1710,2004,2005,240000
1008,,,No,0,Unf,1008,0,None,,1522,TA,6000,,,0,5,5,1008,1926,1950,102000
720,,,No,0,Unf,720,312,Unf,,1271,TA,21286,,,0,5,5,720,1948,1950,135000
1664,,,None,0,None,0,0,None,,1664,TA,9825,,,0,5,5,0,1965,1965,100000
900,,,No,0,Unf,602,180,Unf,,1502,Gd,10592,,,0,7,6,602,1923,1996,165000
1022,,,No,247,Unk,310,280,Unf,,1022,TA,7200,,,30,4,5,1022,1910,2006,85000
1082,,,No,336,BLQ,746,240,Unf,,1082,TA,11664,,,130,5,6,1082,1948,1950,119200
810,,,No,643,GLQ,167,528,Fin,,1665,Gd,8400,,,45,6,8,810,2001,2001,227000
1504,,,Gd,690,GLQ,814,478,Fin,,1504,Gd,11883,,,66,5,7,1504,1996,1996,203000
1360,,,Av,1036,GLQ,184,565,RFn,,1360,Gd,5814,,,0,5,8,1220,1984,1984,187500
802,,,No,0,Unf,384,402,RFn,,1472,Gd,10784,,,0,5,7,384,1991,1992,160000
1506,,,Gd,16,GLQ,1346,440,Unf,,1506,Gd,3013,,,20,5,7,1362,2005,2005,213490
1132,,,No,1024,GLQ,108,451,Fin,,1132,Gd,7024,,,64,5,4,1132,2005,2005,176000
1220,,,Av,684,GLQ,515,632,RFn,,1220,Gd,7406,,,54,5,7,1199,2006,2006,194000
912,,,No,324,LwQ,588,160,Unf,,1248,TA,9439,,,0,5,5,912,1930,1950,87000
1504,,,No,16,GLQ,1330,437,Fin,,1504,Gd,3182,,,20,5,7,1346,2005,2006,191000
2898,,,Av,1165,ALQ,0,665,Fin,,2898,Gd,15498,,,72,6,8,1565,1976,1976,287000
882,,,No,138,LwQ,276,461,Unf,,882,TA,7700,,,0,5,5,882,1972,1972,112500
1264,,,No,697,Rec,571,461,Unf,,1264,TA,9300,,,0,5,5,1268,1960,1960,167500
1646,,,Gd,1513,GLQ,125,800,RFn,,1646,Gd,9520,,,44,5,8,1638,2007,2008,293077
968,,,No,368,Rec,359,240,Unf,,1376,TA,9492,,,0,5,5,768,1941,1950,105000
672,,,No,317,BLQ,355,264,Unf,,1218,TA,1680,,,28,7,6,672,1972,1972,118000
948,,,Mn,0,Unf,686,0,None,,1928,TA,7082,,,0,8,5,686,1916,1995,160000
1687,,,No,523,GLQ,301,672,Fin,,3082,TA,15863,,,63,3,7,824,1920,1970,197000
1352,,,No,1012,GLQ,326,796,RFn,,2520,Gd,14541,,,55,7,8,1338,1993,1993,310000
1654,,,No,986,GLQ,668,900,Unf,,1654,Gd,8125,,,136,5,7,1654,2002,2002,230000
954,,,No,0,Unf,920,240,Unf,,954,Fa,6305,,,0,7,5,920,1938,1950,119750
845,,,None,0,None,0,290,Unf,,845,TA,11500,,,0,3,4,0,1957,1957,84000
1620,,,Gd,1022,GLQ,598,912,Fin,,1620,Ex,12898,,,0,5,9,1620,2007,2008,315500
1055,,,No,0,Unf,1055,905,Fin,,2263,Gd,9240,,,45,5,8,1055,2001,2002,287000
798,,,No,0,Unf,546,0,None,,1344,TA,1533,,,0,6,4,546,1970,2008,97000
630,,,Av,509,GLQ,121,286,Unf,,630,TA,1477,,,0,4,4,630,1970,1970,80000
1803,,,No,168,Rec,284,484,RFn,,1803,TA,13125,,,0,4,5,1134,1957,2000,155000
800,,,No,400,GLQ,336,484,Unf,,1632,Gd,9130,,,40,8,6,800,1966,2000,173000
1306,,,Av,900,ALQ,406,624,Unf,,1306,Gd,5381,,,63,5,6,1306,2005,2005,196000
1532,,,No,1085,GLQ,390,514,Unf,,2329,Gd,11839,,,121,5,7,1475,1990,1990,262280
2524,,,No,1104,ALQ,1420,542,Fin,,2524,Gd,9600,,,120,5,8,2524,1981,1981,278000
1733,,,None,0,None,0,452,Unf,,1733,TA,13680,,,0,5,3,0,1955,1955,139600
1992,,,Av,240,GLQ,1752,716,Fin,,2868,Ex,16056,,,108,5,9,1992,2005,2006,556581
990,,,No,686,GLQ,304,672,Unf,,990,TA,9245,,,0,5,5,990,1994,1995,145000
1771,,,None,0,None,0,336,Unf,,1771,TA,21750,,,0,4,5,0,1960,2006,115000
930,,,None,0,None,0,308,Unf,,930,Gd,11100,,,0,7,4,0,1946,2006,84900
1302,,,Av,0,Unf,1302,436,Fin,,1302,Gd,8993,,,22,5,7,1302,2007,2007,176485
1316,,,Av,0,Unf,1316,440,Fin,,1316,Gd,11175,,,20,5,7,1316,2007,2007,200141
1127,,,No,442,Rec,374,540,RFn,,1977,TA,9500,,,52,6,6,816,1964,1978,165000
1526,,,Av,383,Rec,833,364,Unf,,1526,TA,8562,,,78,6,5,1216,1957,2002,144500
1091,,,Mn,932,GLQ,133,586,Fin,,1989,Gd,11367,,,60,5,8,1065,2002,2002,255000
1523,,,No,644,ALQ,549,478,Fin,,1523,TA,11361,,,0,5,6,1193,1976,1976,180000
1364,,,Av,659,GLQ,705,484,RFn,,1364,Gd,7052,,,36,5,7,1364,2005,2005,185850
979,,,No,595,GLQ,378,467,Fin,,1850,Gd,29959,,,98,6,7,973,1994,1994,248000
1130,,,Av,936,GLQ,168,836,Fin,,2184,Ex,11308,,,102,5,9,1104,2008,2008,335000
1096,,,Mn,297,Rec,0,432,Unf,,1991,TA,11275,,,0,7,6,854,1932,1950,220000
1338,,,Mn,616,GLQ,722,582,Fin,,1338,Gd,4920,,,0,5,8,1338,2001,2001,213500
894,,,No,0,Unf,894,1248,RFn,,894,TA,18000,,,20,4,3,894,1935,1950,81000
1422,,,No,0,Unf,662,560,Unf,,2337,TA,13600,,,57,5,5,662,1900,1950,90000
1103,,,No,397,BLQ,706,440,Unf,,1103,Gd,6000,,,120,6,6,1103,1925,1980,110500
1154,,,Mn,740,BLQ,184,480,RFn,,1154,TA,11000,,,58,6,5,1154,1966,1966,154000
1306,,,Gd,1201,GLQ,105,533,Unf,,2260,Gd,14000,,,44,5,7,1306,1996,1997,328000
799,,,No,0,Unf,799,380,RFn,,1571,TA,7837,,,40,7,6,799,1993,1994,178000
